Level Title,Course ID,Username,Game Style,Theme,Brief Description,Difficulty,Picture
Pit of 100 boos,7902-0000-005E-29CE,ChaosCollector,SMW,Ghost/Overworld,Master the tricky trials within and face the dreaded pit of 100 boos!,Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFJ6y4KRQ
Chomp on the rails!,7D27-0000-001F-D2F2,ChaosCollector,SMB3,Overworld,Chain Chomps have mastered the art of rail riding! Beware!,Medium,https://miiverse.nintendo.net/posts/AYQHAAABAACXVHhnSIl6iw
Bone to Fly,A057-0000-0052-3D6D,Mr.Panda,NSMBU,Overworld/Underground,These wings are not boneless! Winged Dry Bones Level!,Medium,http://imgur.com/oiByD9M
Bob-ombs Fired Up!,CF03-0000-005A-A1B2,Mr.Panda,SMW,Castle,Bob-ombs guarding the castle exit... Gotta fire them up!,Medium,http://imgur.com/ERPQs3d
Kuribo's Puzzling Shoeship,4355-0000-006A-980B,Mr.Panda,SMB,Airship,Infiltrate the Shoeship's puzzle rooms with the help of Kuribo's Shoe!,Medium,http://imgur.com/t4RTedW
The Pegasus Block Express,3770-0000-0078-B413,Mr.Panda,SMW,Overworld,Ride the Pegasus Block Express to the end!  Beware of stowaways!,Hard,http://imgur.com/uXBo6V5
Year of Luigi,0FF1-0000-0080-1282,Mr.Panda,SMB,Overworld,A somewhat less traditional level featuring the Mega Mushroom and Luigi.. sorta,Medium,http://imgur.com/2Q9qRFW
Bowser's Tetris,A2DC-0000-0095-0994,Mr.Panda,SMB3,Castle,Use the Tetris blocks to gain the upper hand on Bowser! Crossover with Tetris!,Medium,http://imgur.com/Y7WlHKc
Boo Buddies' Haunted Ride,BDE5-0000-00A6-95DA,Mr.Panda,SMW,Ghost House,Ride the Boo Buddies to get through their haunted manor!,Hard,http://imgur.com/VF3hmd0
Shell Shocking Block Bash,E43A-0000-0068-D0CC,Donkeytonk,SMB3,Underground,"Feel like you're playing a real new SMB3 Level that combines exploration and shell bashing to uncover hidden coins, secrets and power ups. One final challenge will lead you to the level's end but don't be too hasty - you might just miss one final secret.",Medium,
Coin Pyramint,0E4E-0000-004A-5107,Donkeytonk,SMB,Underground,"Real SMB1 underground level vibe complete with 3 satisfying secrets. Hope this makes you feel nostalgic :)
Also has some subtle references to level 4-2 in SMB1 and SMB land.",Medium,
Lakitu Matata,91BD-0000-0031-3012,m1k3n4t0r,SMB,Overworld,"Get in a Lakitu Cloud, and it means no worries for the rest of the course.",Very Hard,
Bowser Dodgeball,BE1A-0000-0040-B75F,m1k3n4t0r,SMB3,Castle,"Full length dodgball course, and Bowser has a ""slight"" advantage. Hint: Try to get to Bowser's Arena while you're still big.",Extremely Hard,
Bowser Dodgeball 2.5,D633-0000-009B-B247,m1k3n4t0r,SMB,Castle,Just the arena this time. Hint: You have to have pass Bowser with a Fire Flower.,Hard,
Lakitu Run 1.1,A94D-0000-007D-4EE7,m1k3n4t0r,NSMBU,Airship,"Three different routes: Hard, Very Hard, and Extremely Hard. Hint: Difficulty is inversely proportional to Height.",Hard,
Lakitu Simulator 1.1,02E8-0000-008F-60FE,m1k3n4t0r,SMB,Overworld,"Disguise yourself as a Lakitu, and assassinate Bowser from the sky.",Very Hard,
"""WHY YOU NO DIE?!?"" 1.1",87CF-0000-008F-CBDE,m1k3n4t0r,SMB,Overworld/Castle,"Complete Walkthrough - Kill Bowser, kill Bowser again, kill Bowser again... give up and run from Bowser, keep running from Bowser, still running from Bowser... find a Star, and Win!",Extremely Hard,
"Thwomp, Ghost, POW",CD7D-0000-009B-F209,m1k3n4t0r,SMB,Overworld,Ghosts... so many ghosts...,Hard,
Turbo Tunnel!,5034-0000-00AD-D2A4,Tdiggity13,NSMBU,Underground,"Just like in BATTLETOADS! Keep moving, and don't fall behind. Cannons behind you push you further into the obstacles ahead. Fear is your enemy.",Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiXra8ng
Pyramid Scheme,7DDA-0000-0021-7BD4,kelv,SMB3,Overworld,Defeat the stacked enemies to move on to the end!,Medium,
Skulls N Saws,E63F-0000-0024-4688,kelv,SMW,Ghost House,"Ride the skulls, but watch out for saws and spikes along the way!",Hard,
Storm the Fishbowl Castle,4702-0000-0048-B195,kelv,SMW,Underwater,Infiltrate the underwater castle!,Medium,
Bowser Jr.'s Fiery Fishtanks,5724-0000-0052-BE02,kelv,SMB3,Castle,Face off against Jr. and his flaming pet Cheep Cheeps!,Hard,
The Glacial Treasure,327F-0000-00B0-08AA,kelv,NSMBU,Airship,"Search several rooms in a frozen shipwreck to find the treasure, but watch out for undead pirates and Piranha Plants!",Medium,
The Great Flood Of World One,3AE0-0000-00B0-496F,ChaosCollector,SMW,Underwater,"Mario Returns to World one, only to find it entirely flooded!",Medium,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFKmuqkkQ
Undergound Scavenger Hunt II,F761-0000-00B3-D1E3,morrison22,SMW,Underground,Mario is at it again! This time he is after Bowser Jr. who is lurking within the depths of the Underground. Explore an intricate puzzle and platforming level while discovering rewarding secrets. Included is a unique Checkpoint System to alleviate repetition once you reach a designated point. Good luck!,Expert,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiw6qWAQ
Sawmill Castle,2296-0000-00B3-1E2F,zibbit,SMB3,Castle/Ghost house,aviod sawblades and fire as you plaform your way thourght the castle,Hard,
Yoshi's Wild Ride,71E0-0000-0072-E184,Michi,SMW,Overworld,Yoshi is trapped on a lift and it's up to Mario to follow and save him,Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkix2HNhg
Deja Vu Cave,69D1-0000-0097-118E,Michi,SMB,Underground,"When you reach the exit pipe, things look a little familiar. Where's the real exit?",Normal,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiynWcxA
Mario in a Box,4522-0000-009D-4907,Michi,SMW,Airship,Mario is trapped in a moving box. Avoid the enemies and survive to the end!,Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiyopClg
Fetch Quest,245B-0000-00AC-C06F,Michi,SMW,Underground,No way to jump the chasm to the goal. Better explore the cave for a trampoline.,Normal,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiyN5__Q
Mobile Artillery Assault,0660-0000-00A1-7C34,Michi,NSMBU,Underground,"Bowser's given all his soldiers cannons, so watch out for hostile fire",Normal,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiyg64vw
Plain Plains,33BC-0000-0067-4932,Michi,SMW,Overworld,A plain Super Mario World overworld level with some vertical secrets,Normal,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiy_JqTg
Bom-Omb Express,F800-0000-0063-6AB2,Michi,SMB3,Airship,A series of airships loaded with bob-omb launchers,Normal,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiy_3Cew
Bowser's Basement is Flooded,B868-0000-009D-8E40,Michi,SMB3,Castle/Underwater,Looks like Bowser needs a plumber...,Normal,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiyqXPUw
Sprint above the Pit!,F13F-0000-00AE-C3C6,Drflash55,SMB,Overworld,Jump above the perilous pits and dangerous spikes to reach the finish!,Hard,https://miiverse.nintendo.net/replies/AYMHAAACAAADVHkjApomTQ
Automatic Mario - Hammer Fever,463E-0000-00AF-42E4,Drflash55,SMW,Overworld,"My first Automatic Mario level. Let the stage play itself, and if you die, retry it.",Automatic,https://miiverse.nintendo.net/replies/AYMHAAACAAADVHkjAixyfQ
Can you beat this?,4FEE-0000-00B0-8AF0,Drflash55,SMB3,Castle,This stage has invisible blocks! Try to feel your way around to beat it!,Normal/Hard,https://miiverse.nintendo.net/replies/AYMHAAACAAADVHkjAgm8LA
Project X: Fire Flower Edition,1C2F-0000-00B5-833E,Bobby Zeal,NSMBU,Castle,A scrolling shoot 'em up with lots of challenges! Not for the faint of heart.,Hard,
Odd One Out!,5FAA-0000-009F-1644,Bobby Zeal,SMW,Underground,Guess the odd one out by spin jumping on the yellow blocks below!,Easy/Medium,
MKVarana's First Course,6C60-0000-00A1-04C6,MKVarana,NSMBU,Overworld/Underground,"My first attempt at a Mario Maker stage. Splits into 2 paths, depending on if you find the hidden Fire Flower or not, which join back up for a boss fight with Super Bowser.",Normal,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkhcVz10g
MKVarana's Jumping and Sliding,AFD1-0000-00AA-A01C,MKVarana,SMB3,Overworld/Underground,"""Jump Jump, Slide Slide!"" Enjoy some chain-jumps in the overworld section, then time your jumps and slides in the auto-scrolling underground section.",Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkiJpAb6A
MKVarana's Boss Attack,B74B-0000-00B9-A7DB,MKVarana,SMW,Overworld/Castle,Face off with several bosses or one tough boss on your way to the exit!,Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkjPs7TzA
3 Paths,319A-0000-009D-4116,Leonine,SMB,Overworld/Underwater,Choose your adventure and pick the path that suits your playstyle,Medium,
Castle of Fun,BB16-0000-00A4-90C5,Leonine,SMB3,Castle,Challenging castle with many unique traps,Hard,
Ghost House of Mystery,A7A8-0000-00A6-FEFF,Leonine,SMW,Ghost House,"Choose your path wisely, some are easier than others",Hard,
Doors and Pipes,391B-0000-00AD-1C64,Leonine,SMW,Ghost House,A-mazing (get it) ghost house that will mess with your head,Medium,
Skinny Mario's Wacky Adventure,7114-0000-00B3-CC8D,Leonine,SMB,Underground,Luigi Mushroom makes everything more fun,Easy/Medium,
The Bowser Family Airship,1FCA-0000-00BD-9B03,Leonine,SMB3,Airship/Castle,A friendly visit with Bowser and his family,Variable,
"Wii-A-BOOs, BOO Bees & BOO Tease",2552-0000-00BD-B5CC,TBAGR.JonasJuice,SMB3,Ghost House,"A Halloween special and parody of ""Weeaboo."" A long, challenging puzzle and gauntlet level.",Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkjjXSlRA
Super Mario World Credits Theme,C525-0000-00C2-92F4,Jordan Lapp,SMW,Overworld,Walk to play the Super Mario World End Credits.,Easy,
Underground Scavenger Hunt III,A121-0000-00C3-6436,morrison22,SMW,Underground,Welcome to Mario's most difficult challenge yet!  Explore a unique underground map and discover the whereabouts of precious items that will allow you to overcome obstacles.  It will take a sharp mind and dextrous fingers to locate the exit in this puzzle-precision platforming level.,Expert,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkj86syAw
SMB1 Underground Mix,D0ED-0000-001D-BDAA,naddict00,SMB,Underground,Remake of levels 1-2 and 4-2 from SMB1 with added difficulty.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkbpPnr0A
SMB3 World 8 Fortress,D564-0000-0048-62B4,naddict00,SMB3,Castle,Remake of the fortress from world 8 in SMB3.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkc1FOecQ
Yoshi's Island Stroll,0F86-0000-00EB-4085,naddict00,NSMBU,Overworld/Underground,Series of easy levels with a Yoshi theme (1/4).  Tour above and below ground.,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkctemxYQ
Yoshi's Island Falls,10B9-0000-00EB-58C2,naddict00,NSMBU,Overworld/Underwater,Series of easy levels with a Yoshi theme (2/4).  Dive off a cliff to take a leisurely swim.,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkdUlutag
Yoshi's Island Cavern,2D57-0000-00EB-4648,naddict00,NSMBU,Underground,Series of easy levels with a Yoshi theme (3/4).  Explore a cavern inhabited by bob-ombs.,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkewTJFXw
Yoshi's Island Airship Fortress,F200-0000-00EB-5F8D,naddict00,NSMBU,Airship,Series of easy levels with a Yoshi theme (4/4).  Take on a series of boss battles on Bowser's airships.,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkdi3mcjA
Hit That Switch?,CA3F-0000-0031-954C,naddict00,NSMBU,Castle,"Auto-scroller with sections that can be navigated by hitting, or not hitting, the switches.",Easy/Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkcDrtlKw
SMB3 6-5 (Where's the Exit?),C102-0000-0080-A5E1,naddict00,SMB3,Overworld/Underground,Remake of level 6-5 from SMB3 where you need to fly to find the exit pipe with a new second part.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkfc77mTg
Block Maze,454D-0000-0063-561B,naddict00,SMB,Overworld,A maze of blocks with the flagpole obstructed.  Three ways to break through.,Easy/Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkd6wfsvA
P-Switch Trials,3828-0000-0068-00EE,naddict00,NSMBU,Ghost House/Castle,Series of rooms blocked off requiring a P-switch to get through.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkeIcmNTg
Multi-Path Pipe Maze,4EAA-0000-0076-AB20,naddict00,SMB3,Overworld/Underground,There are three different ways to reach the goal in this pipe-themed level.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHke0szFgA
P-Switches and Super Stars,54F6-0000-0080-A0C0,naddict00,SMW,Castle,Series of challenges requiring using switches and stars to unlock the path.,Medium/Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkfcON6bA
SMB3 7-7 Remix (Endless Starman),C49C-0000-00C0-9FAD,naddict00,SMB3,Overworld/Underground,Remake of level 7-7 from SMB3 using starmen to run across muncher plants.  Original is followed by a harder version.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkjv3pLMA
Thwomp Puzzle,345D-0000-00C0-A1BA,naddict00,SMW,Castle,A one screen puzzle to navigate through thwomps and reach a door with a cape.,Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkjv38ZDQ
Bullet Hell,FE46-0000-0097-1ECA,naddict00,NSMBU,Castle,Auto-scroller in the theme of a shooter using lakitu clouds and clown cars.,Medium/Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkg0rXqeQ
Escalating Bowser Battles,5CA9-0000-0076-F22C,naddict00,NSMBU,Overworld/Castle,Series of six bowser battles with increasing difficulty.,Medium/Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHke12ghyg
Mario Kart Time Trial,DD97-0000-009C-B23C,naddict00,SMB,Overworld/Castle,Race against the clock with the Mario Kart costume while using your reflexes.  This is not an automatic level!,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkhLEYvUQ
Airship Clown Car Mayhem,E7B6-0000-00C0-A20E,naddict00,SMB3,Airship,"Ride in a koopa clown car while avoiding other clown cars, flying spinys shooting spikes and huge boo rings.",Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkjwBzwpw
Through the Wall (Easy),0F18-0000-00C0-A2D5,naddict00,SMB,Overworld,One screen level to break open a wall using enemies from question blocks.  Intended to be easy.,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkjvihTRQ
Ghostly Puzzle Mansion,A4EC-0000-0045-1F62,naddict00,SMW,Ghost House,Ghost house with hidden block puzzles and an item bonus room.  Not a maze.,Medium/Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkctVy81w
Ten Trials,D36C-0000-00B3-59E9,naddict00,NSMBU,Overworld/Underground,Ten challenges of varying types.  Trials 6 and 8 have a difficulty spike.,Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkitTL4Ag
Labyrinth,A1D2-0000-00B5-E43D,naddict00,SMB3,Overworld/Underground,Pipe maze themed course with multiple paths.  Features five timed p-switch rooms and a circular area with three ways out.,Medium/Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHki63DOUw
Star Fox Corridor Flying,F2E3-0000-00B7-D9BF,naddict00,SMB,Castle,Fast auto-scrolling level with the star fox team.  Run across gaps and make careful jumps to victory!,Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkjFRlLJw
Jumping Nightmare,D3B0-0000-00B9-AC6E,naddict00,SMW,Underground,"Series of jumping skill tests.  Features a long jump through spikes with a curve, a quick reaction, and jumps between fast skull platforms.",Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkjP5y6Aw
Time to get up!,3B7E-0000-00C2-A3A3,Bobby Zeal,SMB3,Underground/Castle,Based off the Retro Mario Bros. game. Ascend your way through 9 levels,Medium/Hard,
Angry Sun Revisted,405C-0000-00A4-BEC4,ShellPhish,SMW,Castle,Ode to the angry sun level in SMB3,Normal,
SMB3 2-1 Flooded,9DE7-0000-00A0-7D3A,ShellPhish,SMB3,Underwater,recreation of world 2-1 underwater ,Easy/Medium,
SMB3 World 2-4 Remixed,FC22-0000-00B7-E41B,ShellPhish,SMB3,Ground,Recreation of world 2-4 with 2 levels,Normal,
SMB3 World 2 Fortress Remix,5972-0000-00b9-92ff,ShellPhish,SMB3,Airship,Remixed the classic castle/fortress into an airship level,Normal/Hard,
Pick your poison,9A4C-0000-008E-71B6,ShellPhish,SMB,Castle,6 different paths which one will take you to the end? Choose wisely...,Hard,
Mario's Daring Jailbreak,7EC6-0000-00D7-123D,Frank,NSMBU,Castle,Mario's been captured! Make it to freedom by bravely exploring the abandoned ruins below Bowser's castle.,Medium,
Yoshi's Time To Shine!,BD96-0000-0058-C26C,Frank,SMW,Castle,"Bowser made a castle so diabolical, that Mario won't be able to beat it alone! Take advantage of Yoshi's unique mechanics to not only get through the castle, but to battle against Bowser! There are multiple ways to clear the level, one of which ends things on a happier note for Yoshi.",Hard,
Smiles and Tears (Walk),5224-0000-0077-6BCC,Frank,SMB,Overworld/Underground,"My first music level, Smiles and Tears from EarthBound. Comes with a complimentary Mystery Mushroom.",Easy,
Dr. Mario - Fever (♪),A68D-0000-00C3-BFC8,Frank,SMB,Overworld/Underground,"A music level that plays ""Fever"" from Dr. Mario. Includes a mystery mushroom.",Easy,
The Goomba March,A692-0000-0030-CDE3,Frank,SMB,Underground,"Blend in with the enemy. Imitate their behavior and sneak by, undetected.",Normal,
Shroom or Die 2: Yoshi Rescue,C9FD-0000-007E-3427,Kempy,SMW,Airship,Platformer,Medium/Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFKI61Atg
Out of Reach,DB13-0000-0083-4471,Kempy,SMW,Ghost House,Everything seems out of reach.. at first (100 second time limit),Easy/Medium,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFKLpyVcg
Megaman X Storm Eagle,D2CD-0000-008B-62DB,Kempy,SMB,Airship,Recreation of MMX Storm Eagle stage,Easy,https://miiverse.nintendo.net/posts/AYQHAAABAACXVHhnkgJpew
Familiar Tracking Big & Small,A970-0000-0094-D21B,Kempy,SMW,Underground,Puzzle level with a similar sub-world,Hard,https://miiverse.nintendo.net/posts/AYQHAAABAAAEVHhnhRtajQ
Throw Me a Friggin' Boot Here!,8046-0000-0098-A466,Kempy,SMB,Ghost House/Underwater,Solve a few trials to get to the exit,Medium,https://miiverse.nintendo.net/posts/AYQHAAABAAAtVHhn-8rTpw
Koopa Towers 8th Floor,5CD7-0000-00A1-50A6,Kempy,SMB3,Ghost House,Get to the top of Koopa Towers,Medium/Hard,https://miiverse.nintendo.net/posts/AYQHAAABAAAtVHhoBb9PiQ
Cloudy Friend or Cloudy Foe?,505A-0000-00A6-4991,Kempy,NSMBU,Airship,The clouds are not your friend are they?,Medium/Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFKf1Wr3Q
Rotating Rooms,7007-0000-00A8-9BD3,Kempy,SMB,Ghost House/Underwater,"The rooms are rotating 90 degrees, but clockwise or anticlockwise? Where is the end?",Easy/Medium,https://miiverse.nintendo.net/posts/AYQHAAABAAAEVHhnmrpD0A
Midnight Cruise,54E2-0000-00B2-49BE,Kempy,SMW,Underground,Mario goes for a midnight cruise,Easy,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFKnrYWiQ
Just a Minute!,B23D-0000-00B3-9DA1,Kempy,SMB,Underground,Pure speedrunning Stage,Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACXVHhnv7vrSA
Megaman X Spark Mandrill,1961-0000-00BC-3F8B,Kempy,SMB,Underground,Recreation of MMX Spark Mandrill Stage,Medium,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFKwP-3ZQ
Lick it!,3446-0000-00C2-6E8F,Kempy,SMW,Ground/Underground,Puzzle stage centred around Yoshi's lick ability,Medium/Hard,https://miiverse.nintendo.net/posts/AYQHAAABAAAEVHhnvoB-Kg
The 1988 Foot Odour Epidemic,B2FF-0000-00C3-B3EA,Kempy,SMB3,Castle,Where is the foot odour coming from?,Medium,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFK1HjQgA
The Great POW Delivery,067F-0000-00C6-34B0,Kempy,SMW,Castle,"Make a POW block delivery, shares a map with The 1988 Foot Odour Epidemic",Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFK3k3Mhg
Melody Roads: Luigi's Mansion,BA4C-0000-00BD-7923,PeachToadstool,SMB,Ghost House,A musical course featuring platforming and listening paths.,Medium - Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkjh92Vtw
The snake blocks,E78A-0000-00C6-892C,GhiraFTW,SMB,Castle,A level where Mario must stay on a few moving blocks in order to survive,Hard,
THE EVIL LEVEL NUMBER TWO,9597-000-00BC-704A,Aitsu,SMW,Castle,Really Hard Survival Stage,Hard,
20 SHELLS OF MARIO,AF7D-0000-00B9-0BD1,Aitsu,SMW,Castle,One Awesome Automatic Level,Automatic,
Tricky Track Travel,84FD-0000-00B4-FBA5,Dazran303,SMW,Airship,"Ahoy Captain! Man your ship and aviod Bullet Bills, Cannons and more! Don't let the Bob-ombs harm your ship! Good Luck! Some Secrets to Explore!",Medium/Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACXVHhnwQ9z-g
Skyfall,6E97-0000-00B9-561C,Dazran303,SMW,Airship,The names Bond..... Mario Bond! No time to waste! The ground is collapsing from underneath you!. Hop to it!,Very Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFKtuIwPQ
Escaping The Bustling Boo Asylum,514F-0000-00B7-87A5,Dazran303,SMW,Ghost House,"This place is Jam packed! Watch out for the many Boos lurking in this Boo Asylum! Can you Escape this place, or will you be trapped there forever?",Very Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFKsIhs3A
Super Meat Bros Medley,,Whitebread,NSMBU,Underground,Multiple obstacles either from or inspired by Super Meat Boy,,
f,,d,SMW,,,,
Megaman2 Dr Wily Stage 1 Musical,E7AA-0000-00CC-0CE4,TBAGR.JonasJuice,SMB,Overworld/Ghost House,"A near-replica of Megaman2 Dr Wily Stage 1, with a bit of a Musical twist to it.",Medium/Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkkrGxvkQ
Final Castle Remix,FDB4-0000-00C9-E974,Abdiel,NSMBU,Castle,My version of the final castle. Tried to replicate the final castle from SMW,Hard/Very Hard,
Airship to the Clouds,D908-0000-00CB-C41E,Abdiel,SMW,Airship,Wanted to create an interesting airship type course with the side scrolling and everything,Medium/Hard,
SMB-The Sequel 4-4,9485-0000-00CD-E17F,Luke,SMB,Dungeon,"Classic style SMB levels, hard/fair difficulty, lots of hidden secrets",Hard,
Maximum Points?,9Be3-0000-00CE-B5E5,TBAGR.JonasJuice,SMB3,Overworld,"A potential course to reach the 999,999,999 score?",Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkk3w59UQ
Underground Scavenger Hunt IV,963D-0000-00D2-5AAC,morrison22,SMW,Underworld,"What has Mario gotten himself into?  Explore a dark and dangerous area and discover key items that will help you escape the depths of the underground.  It's not a walk in the park though, as you will face several challenges.  This precision-platforming puzzler is sure to make your mind spin!",Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHklJGtuCQ
Deserted Village,A697-0000-006C-FBDA,Mike,SMB,Ghost,Platforming with puzzle and adventure elements,Medium/Hard,
SMB3: A New Show 1-1,BE4D-0000-00D6-C911,Techiyo,SMB3,Overworld/Cave,"This is the first of a SMB3 series I am making. There are already a few out here, this is the first level. Follow me to play more!",Easy/Medium,
SMB3: A New Show 2-1,0EAE-0000-00D6-CF75,Techiyo,SMB3,Overworld/Underwater,The second world of my SMB3 series.,Easy,
SMB3: A New Show 3-1,3D5F-0000-00D6-D6CB,Techiyo,SMB3,Cave,The third world of my SMB3 series.,Medium,
SMB3: A New Show 4-1,B9BB-0000-00D6-DFB2,Techiyo,SMB3,Overworld,The fourth world of my SMB3 series. Giant world ftw.,Medium,
Intricate Adventure,7113-0000-00EA-4DF1,morrison22,SMW,Ground/Underground,Welcome to Intricate Adventure. Precision platforming & mind-boggling puzzles await you. Team up with Mario & Yoshi to take on a challenging adventure through dangerous lands and puzzling undergrounds in this expansive level. Discover helpful items & secrets along the way. Keep an eye open for a special reference. Good luck!,Expert,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHknNJ8XPw
Ribose-5 Diabetic Dumb Castle,73FC-0000-00DA-CAB2,Rob,SMW,Castle,An old-school Nintendo-like SMW castle. ,Medium/Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHklz1vg3w
Super Acrolabounciphobia World,1076-0000-00D8-64D1,Rob,SMW,Overworld/Underground,A trampoline level you may actually like. Fun included!,Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHklnr3LtA
Bowser Junior's Fortress,17D1-0000-007E-5E67  ,RetroGamerAaron,SMW,Castle,"Traditional castle level, with Bowser Jr. as the boss. ",Hard,
Typical Day in Mushroom Kingdom,207D-0000-007E-5929,RetroGamerAaron,SMB3,Overworld,Traditional easy and straight-forward level.,Easy,
Showdown at Koopa Castle,7F72-0000-0080-BB80 ,RetroGamerAaron,SMB3,Castle,"Traditional feeling SMB3 castle level, with a Bowser boss fight at the end.",Hard,
Wiggler Caverns,3F1F-0000-0080-DD87 ,RetroGamerAaron,NSMBU,Underground,"A cave level, infested by Wigglers! ",Medium,
Buzzy Beetle Battalion,ACEB-0000-00DB-D5A8,RetroGamerAaron,SMW,Airship,Flying Buzzy Beetles act as your platforms. Lots of tricky jumping. ,Very Hard,
Ducktales NES - Transylvania,9F20-0000-009A-D0A9 ,RetroGamerAaron,SMB3,Ghost House,"A remake of the Transylvania stage from ""Ducktales"" for NES. ",Medium,
Boo's Haunted House,B025-0000-00C5-77AB ,RetroGamerAaron,SMW,Ghost House,"Traditional feeling SMW Ghost House. A few tricks here and there, but nothing crazy",Medium,
The Tall Cave,3C5B-0000-00DB-DD1B ,RetroGamerAaron,SMW,Underground,"A tall, vertical cave with several sections...each with a different challenge. ",Hard,
Nice & Simple,277C-0000-00C5-B16C ,RetroGamerAaron,NSMBU,Overworld,As the name implies...an easy and straight-forward level. ,Easy,
Super Mario Bros. 8-4 Remake,4AE6-0000-00C5-FA6F ,RetroGamerAaron,SMW,Castle,"A remake of the final level from the original ""Super Mario Bros"" NES. ",Medium,
Above & Below,CA10-0000-00D7-428B ,RetroGamerAaron,SMB,Overworld/Underground,A traditional level with both an overworld and underground portion. ,Easy,
The Koopa Kingdom,4AFE-0000-00D7-A4BD ,RetroGamerAaron,SMW,Castle/Airship,Fight your way through Bowser's Castle and Airship. ,Hard,
Up in the Clouds,6011-0000-00D9-632B ,RetroGamerAaron,SMB3,Airship,A cloud themed level. Will remind you of World 5 from SMB3. ,Medium,
Super Mario Land 1-1,E11C-0000-001B-96C3,RetroGamerAaron,SMB,Overworld,"Remake of 1-1 from the Game Boy game, ""Super Mario Land"".",Easy,
Super Mario Land 1-2,6D8F-0000-0083-273C ,RetroGamerAaron,SMB,Overworld,"Remake of 1-2 from the Game Boy game, ""Super Mario Land"".",Easy,
Super Mario Land 1-3,76B3-0000-0083-2A14 ,RetroGamerAaron,SMB,Castle,"Remake of 1-3 from the Game Boy game, ""Super Mario Land"".",Medium,
